Import Rates,Export Rates
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.29150843,0.29077432
0.59114778,0.58698782
0.59114778,0.58698782
0.59114778,0.58698782
0.29150843,0.29077432
0.29150843,0.29077432
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
0.17897293,0.17809934
