Import Rates,Export Rates
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23828372,0.22374718
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
0.23903073,0.22462729
